EmpID,DailyRate,Department,EmployeeCount,EmployeeNumber,HourlyRate,JobInvolvement,JobLevel,JobRole,MonthlyIncome,MonthlyRate,Over18,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM1113,903,Research & Development,1,1573,81,3,2,Manufacturing Director,4855,7653,Y,No,11,3,80,2,7,2,5,2,1,4
RM1120,1245,Sales,1,1582,80,3,2,Sales Executive,9924,12355,Y,No,11,3,80,1,10,3,9,8,7,7
RM1121,437,Sales,1,1583,90,3,2,Sales Executive,4198,16379,Y,No,12,3,80,0,8,5,3,2,1,2
RM1162,397,Research & Development,1,1638,54,2,3,Manufacturing Director,7756,14199,Y,Yes,19,3,80,1,10,6,5,4,0,2
RM1188,1189,Research & Development,1,1668,90,3,2,Research Scientist,4735,9867,Y,No,15,3,80,2,19,4,13,11,2,9
RM1194,148,Research & Development,1,1675,42,2,1,Laboratory Technician,2440,23826,Y,No,22,4,80,0,4,3,4,3,3,3
RM1203,1495,Research & Development,1,1687,87,3,1,Laboratory Technician,3306,26176,Y,No,19,3,80,1,7,5,0,0,0,0
RM1257,594,Research & Development,1,1760,75,2,1,Laboratory Technician,2468,15963,Y,No,14,3,80,1,9,4,6,1,0,5
RM1262,833,Research & Development,1,1766,60,1,2,Healthcare Representative,5811,24539,Y,Yes,16,3,80,1,15,2,1,0,1,0
RM1273,1153,Research & Development,1,1782,40,2,1,Laboratory Technician,3702,16376,Y,No,11,3,80,1,5,3,5,4,0,4
RM1290,1336,Human Resources,1,1805,100,3,1,Human Resources,2592,7129,Y,No,13,3,80,3,13,3,11,10,3,8
RM1309,723,Sales,1,1835,77,1,2,Sales Representative,5405,4244,Y,Yes,20,4,80,2,20,4,4,2,0,3
RM1374,1394,Research & Development,1,1937,58,2,2,Research Scientist,2133,18115,Y,Yes,16,3,80,1,20,3,20,11,0,7
RM1377,1206,Research & Development,1,1940,71,3,1,Research Scientist,4771,14293,Y,No,19,3,80,2,10,0,5,2,0,3
RM1392,1404,Sales,1,1961,59,2,1,Sales Representative,2858,11473,Y,No,14,3,80,0,20,3,1,0,0,0
RM1401,1444,Human Resources,1,1972,88,3,1,Human Resources,2991,5224,Y,Yes,11,3,80,1,7,2,6,2,1,2
RM1417,1321,Sales,1,1995,86,3,2,Sales Executive,4440,7636,Y,No,15,3,80,2,16,3,15,13,5,8
RM1419,508,Research & Development,1,1997,72,2,2,Manufacturing Director,5321,14284,Y,No,11,3,80,1,10,1,8,3,7,7
RM1431,201,Research & Development,1,2015,99,1,3,Research Director,13206,3376,Y,No,12,3,80,1,20,3,18,16,1,11
RM1452,345,Sales,1,2041,100,3,2,Sales Executive,5343,5982,Y,No,11,3,80,1,10,1,10,7,1,9
RM034,895,Sales,1,42,56,3,2,Sales Representative,2086,3335,Y,No,14,3,80,1,19,6,1,0,0,0
RM138,1329,Sales,1,182,47,2,2,Sales Executive,5902,14590,Y,No,14,3,80,1,17,1,15,11,5,9
RM241,1431,Research & Development,1,332,96,3,1,Laboratory Technician,2232,15417,Y,No,14,3,80,3,7,1,3,2,1,2
RM252,505,Research & Development,1,343,64,3,3,Healthcare Representative,10938,6420,Y,No,25,4,80,0,20,1,19,6,11,
RM305,1132,Research & Development,1,417,48,4,3,Healthcare Representative,9613,10942,Y,No,17,3,80,3,19,5,18,10,3,7
RM315,117,Research & Development,1,429,99,3,4,Manager,17068,5355,Y,Yes,14,3,80,0,21,3,21,9,11,10
RM327,672,Research & Development,1,444,54,2,5,Manager,19272,21141,Y,No,15,3,80,1,21,2,21,9,13,3
RM328,1162,Sales,1,445,41,3,2,Sales Executive,5238,17778,Y,Yes,18,3,80,0,12,3,1,0,0,0
RM401,1218,Research & Development,1,531,52,3,5,Manager,19197,8213,Y,Yes,14,3,80,1,21,3,21,8,1,6
RM450,443,Research & Development,1,602,48,3,1,Laboratory Technician,3755,17872,Y,No,11,3,80,1,8,3,8,3,0,7
RM527,408,Research & Development,1,721,80,2,2,Healthcare Representative,4553,20978,Y,No,11,3,80,0,20,4,20,7,11,10
RM552,141,Human Resources,1,760,44,4,2,Human Resources,6389,18767,Y,No,15,3,80,1,12,3,8,3,3,6
RM655,1383,Human Resources,1,909,42,2,2,Human Resources,5204,7790,Y,No,11,3,80,2,13,2,5,4,0,4
RM670,1122,Research & Development,1,932,70,3,1,Laboratory Technician,2404,4303,Y,Yes,21,4,80,0,8,2,2,2,2,2
RM706,903,Sales,1,985,41,4,3,Sales Executive,7880,2560,Y,No,18,3,80,0,9,3,8,7,0,7
RM739,466,Research & Development,1,1026,65,2,4,Manufacturing Director,12742,7060,Y,No,16,3,80,1,21,3,21,6,11,8
RM754,945,Research & Development,1,1043,82,3,3,Manufacturing Director,10880,5083,Y,Yes,13,3,80,0,21,2,21,6,2,8
RM814,203,Research & Development,1,1127,84,3,4,Healthcare Representative,12169,13547,Y,No,11,3,80,3,21,4,18,7,11,5
RM817,439,Research & Development,1,1132,70,3,2,Laboratory Technician,6782,8770,Y,No,15,3,80,0,9,2,5,4,0,3
RM938,412,Research & Development,1,1307,94,2,4,Manager,17123,17334,Y,Yes,13,3,80,2,21,4,19,9,15,2
RM941,360,Research & Development,1,1310,93,3,1,Research Scientist,3904,22154,Y,No,13,3,80,0,6,2,5,2,0,3
RM950,524,Research & Development,1,1322,32,3,2,Manufacturing Director,4534,13352,Y,No,11,3,80,0,9,6,8,7,1,7
RM987,1498,Sales,1,1390,44,2,2,Sales Executive,6120,3567,Y,Yes,12,3,80,2,8,2,5,4,1,4
RM993,1485,Research & Development,1,1397,71,3,3,Healthcare Representative,10920,3449,Y,No,21,4,80,1,13,2,6,4,0,5
RM1033,592,Research & Development,1,1458,54,2,1,Laboratory Technician,3646,17181,Y,Yes,23,4,80,0,11,2,1,0,0,0
RM1080,1089,Research & Development,1,1525,32,3,3,Manufacturing Director,8376,9150,Y,No,18,3,80,0,9,3,2,0,2,2
RM1125,1462,Sales,1,1588,38,4,3,Sales Executive,8237,4658,Y,No,11,3,80,1,11,3,7,6,7,6
RM1149,1387,Research & Development,1,1618,76,3,2,Manufacturing Director,5377,3835,Y,No,13,3,80,3,10,3,7,7,7,7
RM1156,170,Research & Development,1,1627,76,2,2,Laboratory Technician,3069,10302,Y,No,15,3,80,1,11,3,10,8,0,7
RM1160,711,Research & Development,1,1633,81,3,2,Manufacturing Director,5042,3140,Y,No,13,3,80,0,10,2,9,2,3,8
RM1176,492,Research & Development,1,1654,66,3,2,Manufacturing Director,5295,7693,Y,No,21,4,80,0,7,3,5,4,1,0
RM1241,792,Research & Development,1,1737,77,3,2,Laboratory Technician,6472,8989,Y,Yes,15,3,80,1,9,2,9,8,5,8
RM1285,1253,Research & Development,1,1800,65,3,3,Research Director,13464,7914,Y,No,21,4,80,0,9,3,4,3,2,2
RM1293,766,Sales,1,1812,83,3,2,Sales Executive,4127,19188,Y,No,18,3,80,1,7,6,2,1,2,2
RM1336,835,Research & Development,1,1871,41,3,2,Research Scientist,3902,5141,Y,No,14,3,80,3,7,2,2,2,2,2
RM1367,1251,Sales,1,1929,32,1,2,Sales Executive,5736,3987,Y,No,19,3,80,1,10,1,3,2,1,2
RM1373,867,Research & Development,1,1936,87,3,2,Manufacturing Director,5151,12315,Y,No,25,4,80,1,10,3,10,0,7,9
RM1404,119,Sales,1,1975,77,3,4,Sales Executive,13341,25098,Y,No,12,3,80,0,21,3,20,8,11,10
RM1430,116,Research & Development,1,2014,52,3,2,Research Scientist,4108,5340,Y,No,13,3,80,0,18,2,7,7,1,7
RM1438,105,Research & Development,1,2022,87,3,5,Manager,19431,15302,Y,No,13,3,80,0,21,3,6,0,1,3
RM1463,722,Sales,1,2056,60,2,4,Sales Executive,12031,8828,Y,No,11,3,80,1,21,2,20,9,9,6
RM1467,613,Research & Development,1,2062,42,2,3,Healthcare Representative,9991,21457,Y,No,15,3,80,1,9,5,7,7,1,7
RM1463,722,Sales,1,2056,60,2,4,Sales Executive,12031,8828,Y,No,11,3,80,1,21,2,20,9,9,6
RM1467,613,Research & Development,1,2062,42,2,3,Healthcare Representative,9991,21457,Y,No,15,3,80,1,9,5,7,7,1,1
RM091,530,Research & Development,1,119,78,2,4,Healthcare Representative,13503,14115,Y,No,22,4,80,1,22,3,22,3,11,11
RM151,1395,Research & Development,1,202,54,3,2,Research Scientist,5605,8504,Y,No,11,3,80,1,20,2,20,7,2,13
RM159,630,Sales,1,215,67,2,3,Sales Executive,10855,8552,Y,No,11,3,80,1,15,2,12,11,2,11
RM187,989,Research & Development,1,253,46,3,5,Manager,19033,6499,Y,No,14,3,80,1,21,2,20,8,9,9
RM204,905,Research & Development,1,281,99,3,2,Laboratory Technician,2741,16523,Y,Yes,15,3,80,1,15,2,7,2,3,7
RM209,1151,Research & Development,1,287,63,2,2,Healthcare Representative,4876,14242,Y,No,14,3,80,1,5,5,3,2,0,
RM244,1300,Research & Development,1,335,62,3,2,Research Scientist,3319,24447,Y,No,17,3,80,2,9,3,9,8,4,7
RM258,1416,Research & Development,1,352,49,3,5,Research Director,19436,5949,Y,No,19,3,80,1,22,5,21,7,3,
RM336,1124,Sales,1,453,57,1,2,Sales Executive,7457,13273,Y,Yes,22,4,80,3,6,2,4,3,0,2
RM362,1171,Research & Development,1,483,46,4,1,Laboratory Technician,2213,22495,Y,Yes,13,3,80,1,10,3,7,7,1,
RM369,575,Sales,1,492,68,2,2,Sales Executive,6380,6110,Y,Yes,12,3,80,2,8,6,6,4,1,0
RM388,759,Sales,1,516,46,3,2,Sales Executive,5715,22553,Y,No,12,3,80,2,8,5,5,4,1,3
RM392,555,Research & Development,1,521,78,2,2,Laboratory Technician,3448,13436,Y,No,22,4,80,1,20,3,1,0,0,0
RM418,1398,Sales,1,558,79,3,5,Manager,18041,13022,Y,No,14,3,80,0,21,2,20,15,1,12
RM449,302,Research & Development,1,601,75,3,4,Manufacturing Director,13237,20364,Y,No,15,3,80,0,22,3,20,6,5,13
RM459,1094,Sales,1,615,58,1,3,Sales Executive,10932,11373,Y,No,15,3,80,1,20,2,1,0,0,1
RM534,580,Sales,1,729,48,2,3,Sales Executive,10475,23772,Y,Yes,21,4,80,1,20,2,18,13,1,12
RM554,804,Research & Development,1,763,86,2,1,Research Scientist,2342,22929,Y,Yes,20,4,80,0,5,2,4,2,2,3
RM583,791,Research & Development,1,807,38,4,2,Healthcare Representative,4244,9931,Y,No,24,4,80,1,8,2,8,7,3,7
RM602,720,Research & Development,1,832,51,2,2,Laboratory Technician,5094,11983,Y,No,14,3,80,0,10,6,1,0,0,0
RM685,658,Sales,1,954,67,2,3,Sales Executive,9705,20652,Y,No,12,3,80,1,11,2,1,0,0,0
RM692,1469,Research & Development,1,964,35,3,1,Research Scientist,3617,25063,Y,Yes,14,3,80,1,3,2,1,1,0,0
RM707,1479,Sales,1,986,100,4,4,Sales Executive,13194,17071,Y,Yes,16,3,80,0,22,2,1,0,0,0
RM769,300,Sales,1,1066,74,3,2,Sales Executive,8396,22217,Y,No,14,3,80,1,8,3,7,7,7,5
RM786,1492,Research & Development,1,1092,61,3,3,Healthcare Representative,10322,26542,Y,No,20,4,80,1,14,6,11,10,11,1
RM815,1308,Research & Development,1,1128,44,2,5,Research Director,19626,17544,Y,No,14,3,80,0,21,2,20,7,4,9
RM838,593,Research & Development,1,1166,88,3,3,Research Director,13499,13782,Y,No,17,3,80,0,20,3,18,7,2,13
RM846,902,Research & Development,1,1180,92,2,2,Research Scientist,4422,21203,Y,Yes,13,3,80,1,16,3,1,1,0,0
RM867,1184,Sales,1,1212,62,3,2,Sales Executive,4327,25440,Y,No,12,3,80,3,5,2,0,0,0,0
RM885,107,Sales,1,1239,84,2,2,Sales Executive,6852,11591,Y,No,12,3,80,1,7,2,5,1,1,3
RM947,299,Sales,1,1318,57,2,3,Sales Executive,9094,17235,Y,Yes,12,3,80,0,9,2,5,4,1,0
RM958,458,Research & Development,1,1340,74,3,1,Research Scientist,3544,8532,Y,No,16,3,80,1,6,0,4,2,0,0
RM960,523,Research & Development,1,1346,98,3,2,Research Scientist,4661,22455,Y,No,13,3,80,0,9,4,9,8,8,8
RM968,329,Research & Development,1,1361,88,3,1,Laboratory Technician,2387,6762,Y,No,22,4,80,1,7,3,4,2,0,3
RM979,1202,Research & Development,1,1375,89,4,2,Healthcare Representative,6377,13888,Y,No,20,4,80,3,15,0,12,11,11,8
RM1030,663,Research & Development,1,1449,81,3,2,Laboratory Technician,3975,23099,Y,No,11,3,80,2,11,2,8,7,0,7
RM1041,218,Research & Development,1,1468,55,2,3,Research Director,13757,25178,Y,No,11,3,80,1,16,5,9,8,4,8
RM1046,896,Research & Development,1,1474,68,3,1,Research Scientist,2345,8045,Y,No,14,3,80,1,8,3,3,1,1,2
RM1084,676,Research & Development,1,1534,86,3,1,Laboratory Technician,2018,21831,Y,No,14,3,80,0,15,3,5,4,1,0
RM1095,1342,Sales,1,1548,47,3,2,Sales Executive,5473,19345,Y,No,12,3,80,0,9,5,8,4,7,1
RM1097,898,Human Resources,1,1550,38,3,4,Manager,16437,17381,Y,Yes,21,4,80,0,21,2,21,7,7,7
RM1099,1142,Research & Development,1,1552,72,3,2,Healthcare Representative,4069,8841,Y,Yes,18,3,80,0,8,2,2,2,2,2
RM1133,118,Sales,1,1598,84,3,2,Sales Executive,4639,11262,Y,No,15,3,80,1,5,2,5,4,1,2
RM1157,884,Research & Development,1,1628,80,2,3,Manufacturing Director,10435,25800,Y,No,13,3,80,2,18,2,18,15,14,12
RM1165,448,Research & Development,1,1641,84,3,3,Manufacturing Director,7945,19948,Y,Yes,15,3,80,0,18,2,4,2,3,3
RM1172,1329,Research & Development,1,1649,73,3,1,Laboratory Technician,2166,3339,Y,Yes,14,3,80,0,10,3,4,2,0,3
RM1230,369,Research & Development,1,1724,92,3,2,Manufacturing Director,6516,5041,Y,Yes,16,3,80,1,18,3,1,0,0,0
RM1243,611,Sales,1,1740,88,3,5,Manager,19833,4349,Y,No,14,3,80,0,21,3,21,8,12,8
RM1287,616,Research & Development,1,1802,99,3,1,Laboratory Technician,3377,25605,Y,No,17,3,80,1,7,5,4,3,0,2
RM1300,1194,Research & Development,1,1822,52,3,2,Healthcare Representative,6513,9060,Y,No,17,3,80,1,12,3,5,3,0,3
RM1305,750,Research & Development,1,1829,47,3,2,Healthcare Representative,4448,10748,Y,No,12,3,80,1,15,3,7,4,7,7
RM1349,1137,Research & Development,1,1892,98,3,4,Manager,16823,18991,Y,No,11,3,80,1,22,3,19,7,11,16
RM1410,692,Research & Development,1,1985,73,3,2,Laboratory Technician,6323,26849,Y,No,11,3,80,1,10,2,10,9,9,4
RM1411,444,Sales,1,1986,92,3,2,Sales Executive,5677,4258,Y,No,14,3,80,1,15,4,11,8,5,10
RM1428,543,Research & Development,1,2012,83,3,1,Laboratory Technician,2406,4060,Y,No,19,3,80,2,8,3,1,0,0,0
RM1456,1322,Research & Development,1,2048,52,2,1,Research Scientist,2809,2725,Y,No,14,3,80,0,8,2,2,2,2,2
RM1458,1194,Research & Development,1,2051,98,3,1,Research Scientist,2001,12549,Y,No,14,3,80,3,20,2,5,3,0,2
RM001,1102,Sales,1,1,94,3,2,Sales Executive,5993,19479,Y,Yes,11,3,80,0,8,0,6,4,0,5
RM046,1360,Research & Development,1,58,49,3,5,Research Director,19545,16280,Y,No,12,3,80,0,23,0,22,15,15,8
RM134,802,Sales,1,176,96,3,3,Sales Executive,8189,21196,Y,Yes,13,3,80,1,12,2,9,7,0,7
RM148,857,Research & Development,1,199,91,2,4,Manager,17181,12888,Y,No,13,3,80,1,21,2,7,6,7,7
RM149,933,Research & Development,1,200,94,3,1,Laboratory Technician,2238,6961,Y,No,21,4,80,1,7,2,5,0,1,4
RM167,465,Research & Development,1,227,56,3,1,Research Scientist,2451,4609,Y,No,12,3,80,1,13,2,9,8,1,8
RM183,1356,Sales,1,248,70,3,1,Sales Representative,3140,21728,Y,Yes,22,4,80,0,4,5,4,3,0,2
RM216,896,Sales,1,298,75,3,3,Manager,13591,14674,Y,Yes,18,3,80,0,16,3,1,0,0,0
RM243,1411,Research & Development,1,334,36,3,2,Research Scientist,3072,19877,Y,No,16,3,80,2,17,2,1,0,0,0
RM301,334,Sales,1,410,88,3,4,Manager,16015,15896,Y,No,19,3,80,0,22,2,22,10,0,4
RM347,483,Research & Development,1,466,95,2,2,Manufacturing Director,6032,10110,Y,Yes,15,3,80,0,8,3,5,4,1,2
RM367,143,Sales,1,488,56,3,2,Sales Executive,9355,9558,Y,No,18,3,80,0,8,5,8,7,7,7
RM404,645,Sales,1,534,49,4,3,Sales Executive,8392,19566,Y,No,16,3,80,1,10,2,10,7,0,
RM447,267,Sales,1,599,56,3,2,Sales Executive,6230,13430,Y,No,14,3,80,0,16,3,14,3,1,10
RM460,509,Research & Development,1,616,62,2,2,Healthcare Representative,6811,2112,Y,Yes,17,3,80,0,10,3,8,7,0,7
RM467,1276,Sales,1,625,91,3,4,Manager,16595,5626,Y,No,16,3,80,1,22,2,18,16,11,8
RM536,427,Human Resources,1,731,73,2,5,Manager,19141,8861,Y,No,15,3,80,3,23,2,21,6,12,6
RM539,314,Human Resources,1,734,59,2,5,Manager,19189,19562,Y,No,12,3,80,1,22,3,22,7,2,10
RM668,1085,Research & Development,1,927,57,1,1,Laboratory Technician,2778,17725,Y,Yes,13,3,80,1,10,1,7,7,1,0
RM687,263,Research & Development,1,957,59,3,1,Laboratory Technician,4721,3119,Y,Yes,13,3,80,0,20,3,18,13,2,17
RM717,840,Research & Development,1,999,64,3,5,Research Director,19419,3735,Y,No,17,3,80,1,21,2,18,16,0,11
RM738,549,Research & Development,1,1025,42,3,2,Manufacturing Director,5003,23371,Y,No,14,3,80,0,8,6,2,2,2,1
RM747,247,Research & Development,1,1035,55,1,5,Research Director,19973,20284,Y,No,22,4,80,2,21,3,21,16,5,10
RM784,509,Research & Development,1,1085,43,4,1,Research Scientist,3376,18863,Y,No,13,3,80,0,10,3,10,6,0,8
RM831,167,Research & Development,1,1158,46,3,1,Laboratory Technician,4766,9051,Y,Yes,11,3,80,1,6,4,1,0,0,0
RM865,906,Research & Development,1,1210,95,2,1,Research Scientist,2107,20293,Y,No,17,3,80,1,5,2,1,0,0,0
RM952,256,Sales,1,1329,40,1,2,Sales Executive,6151,22074,Y,No,13,3,80,0,19,4,19,2,11,9
RM961,1018,Sales,1,1349,66,3,2,Sales Executive,4103,4297,Y,No,17,3,80,1,10,2,9,3,1,7
RM989,1200,Research & Development,1,1392,75,3,2,Research Scientist,5467,13953,Y,Yes,14,3,80,2,12,4,6,2,3,3
RM1029,1283,Research & Development,1,1448,90,4,1,Research Scientist,2127,5561,Y,Yes,12,3,80,0,7,5,4,2,0,3
RM1197,1206,Sales,1,1678,80,3,3,Sales Executive,7082,11591,Y,Yes,16,3,80,0,21,2,2,0,0,2
RM1219,918,Sales,1,1708,35,3,3,Sales Executive,9241,15869,Y,No,12,3,80,0,10,3,10,8,8,7
RM1229,552,Human Resources,1,1722,60,1,2,Human Resources,6430,20794,Y,No,19,3,80,1,10,4,3,2,1,2
RM1267,548,Research & Development,1,1772,94,3,1,Laboratory Technician,2289,20520,Y,No,20,4,80,2,5,2,5,3,0,4
RM1295,447,Research & Development,1,1814,85,4,2,Healthcare Representative,6870,15530,Y,No,12,3,80,0,11,3,3,2,1,2
RM1296,796,Sales,1,1815,81,3,3,Sales Executive,10447,26458,Y,Yes,13,3,80,1,23,3,22,14,13,5
RM1357,337,Sales,1,1909,54,3,2,Sales Executive,4393,26841,Y,No,21,4,80,1,14,3,5,4,1,4
RM1421,642,Research & Development,1,1999,76,3,1,Research Scientist,2782,21412,Y,No,22,4,80,1,12,3,5,3,1,0
RM1446,582,Research & Development,1,2034,60,2,4,Manufacturing Director,13570,5640,Y,No,23,4,80,1,21,3,20,7,0,10
RM1449,930,Sales,1,2037,57,2,2,Sales Executive,8938,12227,Y,No,11,3,80,1,14,5,5,4,0,4
RM028,691,Sales,1,35,48,3,2,Sales Executive,6825,21173,Y,No,11,3,80,1,10,2,9,7,4,
RM198,926,Research & Development,1,270,36,3,2,Manufacturing Director,5265,16439,Y,No,16,3,80,1,11,5,5,3,0,2
RM232,532,Research & Development,1,319,58,3,5,Manager,19232,4933,Y,No,11,3,80,0,22,3,22,17,11,15
RM254,916,Research & Development,1,347,82,4,2,Research Scientist,6545,23016,Y,Yes,13,3,80,0,10,1,3,2,0,
RM257,269,Research & Development,1,351,56,2,1,Laboratory Technician,2593,8007,Y,Yes,11,3,80,1,10,4,9,6,7,
RM282,635,Sales,1,387,99,3,2,Sales Executive,4907,24532,Y,No,25,4,80,0,20,3,20,16,11,6
RM296,555,Sales,1,404,77,3,4,Sales Executive,13525,14864,Y,No,14,3,80,1,23,2,20,4,4,8
RM349,810,Research & Development,1,468,44,3,4,Research Director,15992,15901,Y,No,14,3,80,0,16,2,1,0,0,0
RM351,544,Human Resources,1,470,52,3,1,Human Resources,2696,24017,Y,Yes,11,3,80,1,4,5,3,2,1,0
RM357,1332,Research & Development,1,477,98,2,2,Healthcare Representative,6781,17078,Y,No,23,4,80,0,14,6,1,0,0,0
RM389,201,Research & Development,1,517,95,3,1,Laboratory Technician,2576,20490,Y,No,16,3,80,1,8,5,5,2,1,2
RM410,532,Research & Development,1,547,92,3,2,Research Scientist,4556,12932,Y,No,11,3,80,1,19,3,5,4,0,2
RM414,1368,Research & Development,1,551,88,2,2,Healthcare Representative,4523,4386,Y,No,11,3,80,3,7,4,6,5,0,4
RM442,1474,Research & Development,1,591,97,3,1,Laboratory Technician,2093,9260,Y,No,17,3,80,1,8,4,2,2,2,0
RM452,319,Research & Development,1,605,56,3,3,Manufacturing Director,7406,6950,Y,Yes,21,4,80,1,10,5,10,9,5,8
RM489,622,Research & Development,1,659,81,3,2,Healthcare Representative,4089,5718,Y,No,13,3,80,2,10,4,10,2,2,2
RM548,933,Research & Development,1,752,57,4,1,Research Scientist,2759,20366,Y,Yes,12,3,80,0,7,2,2,2,2,2
RM585,570,Research & Development,1,809,66,3,5,Manager,18430,16225,Y,No,13,3,80,1,24,4,24,7,14,9
RM598,932,Research & Development,1,827,43,2,2,Manufacturing Director,6062,4051,Y,Yes,13,3,80,1,8,4,4,3,0,2
RM605,933,Research & Development,1,836,98,3,2,Manufacturing Director,4434,11806,Y,No,13,3,80,1,10,3,9,8,7,8
RM633,1271,Research & Development,1,875,35,3,1,Research Scientist,2515,9068,Y,Yes,14,3,80,0,8,2,2,1,2,2
RM644,1265,Research & Development,1,894,95,4,2,Laboratory Technician,5231,23726,Y,Yes,13,3,80,1,17,1,5,3,1,3
RM673,462,Sales,1,936,68,2,2,Sales Executive,6244,7824,Y,No,17,3,80,0,10,6,5,4,0,3
RM742,265,Sales,1,1029,90,3,5,Manager,18303,7770,Y,No,13,3,80,0,21,3,1,0,0,0
RM800,469,Research & Development,1,1109,35,3,4,Manager,17665,14399,Y,No,17,3,80,1,23,3,22,6,13,7
RM825,188,Research & Development,1,1148,56,1,2,Laboratory Technician,4272,9558,Y,No,19,3,80,0,16,3,1,0,0,0
RM839,481,Sales,1,1167,44,3,4,Sales Executive,13758,2447,Y,Yes,12,3,80,0,22,2,21,9,13,14
RM840,647,Sales,1,1171,45,3,2,Sales Executive,5155,2253,Y,No,13,3,80,0,9,3,6,4,1,5
RM879,179,Human Resources,1,1231,79,4,2,Human Resources,6272,12858,Y,No,16,3,80,1,10,3,4,3,0,3
RM888,458,Research & Development,1,1242,60,3,3,Research Director,13191,23281,Y,Yes,17,3,80,0,20,6,1,0,0,0
RM926,603,Research & Development,1,1292,78,4,2,Research Scientist,2372,5628,Y,Yes,16,3,80,0,18,2,1,0,0,0
RM955,495,Research & Development,1,1334,37,3,4,Manager,17861,26582,Y,Yes,13,3,80,0,21,3,20,8,2,10
RM1000,1147,Human Resources,1,1408,31,3,4,Manager,16799,16616,Y,No,14,3,80,1,21,5,20,7,0,9
RM1051,748,Research & Development,1,1480,74,3,1,Laboratory Technician,3673,16458,Y,No,13,3,80,0,12,3,12,9,5,8
RM1089,1210,Research & Development,1,1542,68,2,1,Laboratory Technician,4841,24052,Y,No,14,3,80,1,4,3,1,0,0,0
RM1094,288,Research & Development,1,1547,40,3,3,Healthcare Representative,10124,18611,Y,Yes,14,3,80,1,24,3,20,8,13,9
RM1130,1059,Research & Development,1,1595,93,2,5,Manager,19613,26362,Y,No,22,4,80,0,24,2,1,0,0,1
RM1264,855,Research & Development,1,1768,57,3,1,Laboratory Technician,2766,8952,Y,No,22,4,80,3,7,6,5,3,0,4
RM1288,1128,Research & Development,1,1803,95,4,2,Healthcare Representative,5538,5696,Y,No,18,3,80,2,10,2,0,0,0,0
RM1321,355,Research & Development,1,1854,38,3,1,Research Scientist,2936,6161,Y,No,22,4,80,2,10,1,6,3,3,3
RM1326,1142,Research & Development,1,1860,81,3,1,Laboratory Technician,3968,13624,Y,No,13,3,80,0,8,3,0,0,0,0
RM1358,1396,Research & Development,1,1911,83,3,3,Research Director,13348,14842,Y,No,13,3,80,1,18,3,13,7,5,7
RM1379,419,Sales,1,1943,77,3,2,Sales Executive,5087,2900,Y,Yes,12,3,80,2,14,4,0,0,0,0
RM1405,335,Research & Development,1,1976,37,2,2,Research Scientist,4332,14811,Y,No,12,3,80,0,20,2,20,9,3,7
RM1420,557,Research & Development,1,1998,35,3,2,Research Scientist,5410,11189,Y,Yes,17,3,80,1,9,3,4,3,1,2
RM1444,300,Research & Development,1,2031,56,3,5,Manager,18880,17312,Y,No,11,3,80,0,24,2,22,6,4,14
RM036,1273,Research & Development,1,46,72,4,1,Research Scientist,2645,21923,Y,No,12,3,80,2,6,3,5,3,1,4
RM120,394,Sales,1,158,92,3,4,Manager,16959,19494,Y,Yes,12,3,80,2,25,3,25,12,4,12
RM131,957,Research & Development,1,171,72,4,1,Research Scientist,4739,16090,Y,No,12,3,80,0,18,2,3,2,1,2
RM194,1344,Research & Development,1,262,37,4,1,Research Scientist,2089,5228,Y,No,14,3,80,3,7,3,5,4,2,2
RM236,1034,Sales,1,327,80,3,4,Manager,16064,7744,Y,Yes,22,4,80,1,22,3,17,13,1,9
RM316,185,Research & Development,1,430,33,3,1,Laboratory Technician,2455,10675,Y,No,19,3,80,0,9,5,8,7,1,7
RM331,559,Research & Development,1,448,82,2,2,Laboratory Technician,5257,6227,Y,No,11,3,80,1,9,3,9,7,0,0
RM334,1001,Research & Development,1,451,43,3,3,Healthcare Representative,9985,9262,Y,No,16,3,80,1,10,1,1,0,0,0
RM391,982,Research & Development,1,520,59,2,4,Research Director,14336,4345,Y,No,11,3,80,1,25,3,25,10,3,9
RM396,313,Research & Development,1,525,61,3,1,Laboratory Technician,2258,15238,Y,No,20,4,80,1,8,1,3,2,1,2
RM397,1473,Research & Development,1,526,74,3,2,Healthcare Representative,4522,2227,Y,Yes,14,3,80,0,8,3,5,2,0,2
RM490,782,Research & Development,1,661,50,2,4,Research Director,16627,2671,Y,Yes,14,3,80,1,21,3,1,0,0,0
RM492,1001,Research & Development,1,663,72,3,2,Laboratory Technician,5679,19627,Y,Yes,13,3,80,1,10,3,8,7,4,7
RM549,775,Sales,1,754,47,2,2,Sales Executive,6804,23683,Y,No,18,3,80,1,7,5,2,2,2,2
RM610,589,Research & Development,1,843,94,3,4,Research Director,17159,5200,Y,No,24,4,80,1,22,3,4,1,1,0
RM651,422,Research & Development,1,902,33,3,2,Healthcare Representative,5562,21782,Y,No,13,3,80,1,12,2,5,2,2,2
RM662,177,Research & Development,1,920,55,3,2,Manufacturing Director,4765,23814,Y,No,21,4,80,1,4,2,1,0,0,0
